name,player_id,team,pos,gp,toi_min,ixG,FA,ixG60,FA60,FA60_resid,d_adj_FA60,blocks60,blocks60_adj,block_val60,d_value60,value60,oGAR,dGAR,GAR,oWAR,dWAR,WAR,war60,Season
Maureen Murphy,98,MTL,RW,32,440.8333333333333,4.066999999999999,41.20248190554102,0.5535425330812853,5.607899238561349,-0.0596360016729532,-0.0596360016729532,2.3137996219281662,0.1274705814835919,0.0050988232593436,0.0074246273245888,0.5609671604058741,1.888,0.209,2.097,0.386,0.043,0.429,0.058,2024-25
Ronja Savolainen,223,OTT,RD,36,670.0999999999999,4.83,64.80036319596366,0.4324727652589166,5.802151606861393,0.0479173171978199,0.0479173171978199,3.1338606178182364,0.4140229129924367,0.0165609165196974,0.0146921411489824,0.4471649064078991,1.518,0.398,1.916,0.31,0.081,0.391,0.035,2024-25
Élizabeth Giguère,37,NY,LW,29,283.05,3.375999999999999,28.926427143027237,0.7156332803391624,6.131728064234707,0.0898900766786809,0.0898900766786809,0.6359300476947536,-0.8179992399448967,-0.0327199695977958,-0.0362256825882644,0.679407597750898,1.977,-0.072,1.905,0.404,-0.015,0.389,0.082,2024-25
Claire Dalton,26,MTL,RW,33,422.08333333333326,3.886000000000001,40.7434352086401,0.5524027640671275,5.791761767072236,0.124191308661459,0.124191308661459,2.1322803553800598,-0.0540486850645149,-0.0021619474025805,-0.0070054084403775,0.54539735562675,1.8,0.098,1.898,0.368,0.02,0.388,0.055,2024-25
Mannon McMahon,220,OTT,RW,38,595.5833333333334,4.218,55.04678626580303,0.4249279417937596,5.545499665786789,-0.2089677543803923,-0.2089677543803923,2.014831397789282,0.825040626699643,0.0330016250679857,0.041151367488821,0.4660793092825806,1.274,0.617,1.891,0.26,0.126,0.386,0.039,2024-25
Maggie Connors,66,TOR,LW,34,264.76666666666665,3.0430000000000006,24.45165730690215,0.689588316756893,5.541103254743027,0.1332532519762773,0.1332532519762773,2.0395316630995843,0.2730549969533576,0.0109221998781343,0.0057253230510594,0.6953136398079525,1.734,0.118,1.852,0.354,0.024,0.378,0.086,2024-25
Noora Tulus,231,NY,RW,30,314.2666666666668,3.376000000000001,31.7815253380969,0.644548154433602,6.067749852415613,0.0237153772574691,0.0237153772574691,0.954603309291472,-0.4993259783481782,-0.0199730391339271,-0.0208979388469684,0.6236502155866336,1.823,0.0,1.823,0.373,0.0,0.373,0.071,2024-25
Hannah Bilka,181,BOS,LW,16,327.8833333333333,3.4530000000000003,32.22720384166465,0.6318710923600874,5.8973178381534455,-0.0965205389315769,-0.0965205389315769,0.7319676714278454,-0.7640412718748699,-0.0305616508749947,-0.0267973498566632,0.6050737425034242,1.832,-0.032,1.8,0.374,-0.007,0.367,0.067,2024-25
Lexie Adzija,49,BOS,C,29,295.0166666666667,3.068999999999999,28.795534263978773,0.6241681260945706,5.856387963975118,-0.1376884301308519,-0.1376884301308519,1.6270267216541436,0.1310177783514284,0.0052407111340571,0.0106105599091603,0.634778686003731,1.611,0.155,1.766,0.329,0.032,0.361,0.073,2024-25
Kristin O'Neill,30,MTL,C,34,552.5833333333334,4.221000000000001,52.2194285660168,0.4583200120645454,5.670032961473699,-0.0004445973426016,-0.0004445973426016,2.3887799728547727,0.2024509324101984,0.0080980372964079,0.0081153765927694,0.4664353886573148,1.49,0.268,1.758,0.305,0.055,0.36,0.039,2024-25
Dominique Petrie,195,MIN,C,25,377.6666666666667,3.043,30.416940775903267,0.483442188879082,4.832347166515965,-0.1789486830849987,-0.1789486830849987,2.5419240953221536,1.4282187024607738,0.0571287480984309,0.0641077467387459,0.5475499356178279,1.176,0.536,1.712,0.24,0.11,0.35,0.056,2024-25
Liz Schepers,97,MIN,C,35,381.3,3.197000000000001,32.65710301069617,0.5030684500393393,5.138804565019068,0.1281151550742937,0.1281151550742937,2.2029897718332023,1.0892843789718225,0.0435713751588729,0.0385748841109754,0.5416433341503147,1.312,0.379,1.691,0.268,0.077,0.345,0.054,2024-25
Jamie Lee Rattray,16,BOS,LW,30,450.45,3.965,45.05015896441476,0.5281385281385281,6.00068717474722,0.0036435238676328,0.0036435238676328,0.7992007992007992,-0.696808144101916,-0.0278723257640766,-0.0280144231949143,0.5001241049436138,1.739,-0.053,1.686,0.355,-0.011,0.344,0.046,2024-25
Gabby Rosenthal,227,NY,C,29,375.4,3.1210000000000004,37.36727584330583,0.4988279168886522,5.972393581775039,-0.0761435610096661,-0.0761435610096662,2.237613212573255,0.7836839249336048,0.0313473569973441,0.0343169558767211,0.5331448727653734,1.266,0.346,1.612,0.259,0.071,0.33,0.053,2024-25
Anna Meixner,221,OTT,LW,36,442.5,3.555,41.5616378596424,0.4820338983050847,5.635476319951511,-0.117226560533334,-0.117226560533334,1.3559322033898304,0.1661414323001914,0.0066456572920076,0.0112174931528076,0.4932513914578924,1.368,0.238,1.606,0.28,0.049,0.329,0.045,2024-25
Elle Hartje,206,NY,LW,27,434.85,3.633,43.19083856638815,0.5012763021731632,5.959412013299504,-0.0890494758536702,-0.0890494758536702,1.2418075198344256,-0.2121217678052246,-0.0084848707122089,-0.0050119411539158,0.4962643610192473,1.484,0.116,1.6,0.303,0.024,0.327,0.045,2024-25
Emma Woods,86,TOR,RW,34,363.73333333333335,2.8130000000000006,32.13693872324179,0.4640212609970675,5.3011812410039605,-0.1136386480098897,-0.1136386480098897,2.969208211143695,1.2027315449974685,0.0481092617998987,0.0525411690722844,0.516562430069352,1.015,0.446,1.461,0.207,0.091,0.298,0.049,2024-25
Kateřina Mrázová,88,OTT,C,20,357.83333333333337,3.045,35.675627988645175,0.5105728924080111,5.981940417285637,0.2301193745400569,0.2301193745400569,1.1737307871448532,-0.0160599839447858,-0.0006423993577914,-0.0096170549648536,0.5009558374431574,1.276,0.068,1.344,0.261,0.014,0.275,0.046,2024-25
Victoria Bach,125,OTT,LW,32,363.50000000000017,2.9410000000000007,33.82421504687742,0.4854470426409902,5.583089141162708,-0.1695082752166366,-0.1695082752166366,1.1554332874828055,-0.0343574836068335,-0.0013742993442733,0.0052365233891754,0.4906835660301657,1.144,0.159,1.303,0.234,0.033,0.267,0.044,2024-25
Chloé Aurard-Bushee,33,NY,RW,27,198.5,2.098,20.24187800776694,0.6341561712846348,6.118451790760788,0.0740962095786016,0.0740962095786016,2.4181360201511333,0.964206732511483,0.0385682693004593,0.0356785171268938,0.6698346884115286,1.117,0.187,1.304,0.228,0.038,0.266,0.08,2024-25
Alexa Vasko,101,OTT,LW,32,306.1,2.353,29.2817913310288,0.4612218229336817,5.739652008695614,-0.0136939523907671,-0.0136939523907671,2.744201241424371,1.554410470334732,0.0621764188133892,0.0627104829566291,0.5239323058903109,0.84,0.427,1.267,0.172,0.087,0.259,0.051,2024-25
Emma Maltais,73,TOR,LW,34,634.3166666666667,4.477000000000002,57.33105635732983,0.4234793347171498,5.422943400677562,0.0068707905451187,0.0068707905451187,1.040489765889803,-0.725986900256424,-0.0290394760102569,-0.0293074368415165,0.3941718978756332,1.342,-0.088,1.254,0.274,-0.018,0.256,0.024,2024-25
Loren Gabel,8,BOS,LW,20,176.14999999999995,2.047,18.04036470869031,0.6972466647743402,6.144887212724489,0.1530689014754622,0.1530689014754622,1.7030939540164638,0.2070850107137485,0.0082834004285499,0.0023137132710069,0.6995603780453471,1.176,0.068,1.244,0.24,0.014,0.254,0.087,2024-25
Amanda Pelkey,110,BOS,RW,25,231.4333333333333,2.455,23.230048640827885,0.6364683854241683,6.022481283809621,0.0287849603130243,0.0287849603130242,0.5185078496327237,-0.9775010936699916,-0.0391000437467996,-0.0402226571990076,0.5962457282251606,1.311,-0.074,1.237,0.268,-0.015,0.253,0.066,2024-25
Alexandra Labelle,39,MTL,C,23,364.15,2.9160000000000004,35.7472591831424,0.4804613483454621,5.889978171051885,0.2201847661991006,0.2201847661991006,2.3067417273101745,0.1204126868656001,0.004816507474624,-0.0037706984071409,0.4766906499383213,1.116,0.104,1.22,0.228,0.021,0.249,0.041,2024-25
Emmy Fecteau,204,NY,LW,30,226.16666666666669,2.275,22.95763705988463,0.6035372144436256,6.090456404980446,0.0451547164623821,0.0451547164623821,1.3264554163596167,-0.1274738712800335,-0.0050989548512013,-0.0068599887932342,0.5966772256503914,1.157,0.053,1.21,0.237,0.011,0.248,0.066,2024-25
Theresa Schafzahl,17,BOS,RW,30,385.4333333333334,2.993000000000001,38.48882570639381,0.4659171495286691,5.991514855271889,-0.0074513987537455,-0.0074513987537455,1.4010204964109656,-0.0949884468917496,-0.0037995378756699,-0.0035089333242739,0.4624082162043952,1.088,0.112,1.2,0.222,0.023,0.245,0.038,2024-25
Izzy Daniel,209,TOR,RW,34,441.7,3.146,40.98712483572698,0.4273488793298619,5.567642042435179,0.1516889989020681,0.1516889989020681,1.9017432646592711,0.1352665985130444,0.0054106639405217,-0.0005052070166588,0.4268436723132029,0.963,0.151,1.114,0.197,0.031,0.228,0.031,2024-25
Hannah Brandt,1,BOS,C,30,467.58333333333326,3.147,46.73957102519121,0.4038210657636786,5.997592432389535,-0.0032925532468602,-0.0032925532468602,1.7964712172518271,0.3004622739491119,0.0120184909579644,0.012146900534592,0.4159679662982706,0.836,0.258,1.094,0.171,0.053,0.224,0.029,2024-25
Katy Knoll,191,MIN,C,29,250.06666666666663,2.097,21.782874054663868,0.5031458277792589,5.22649604084177,0.2158090218225835,0.2158090218225835,2.159424153559051,1.045718760697671,0.0418287504279068,0.033412198576826,0.536558026356085,0.861,0.227,1.088,0.176,0.046,0.222,0.053,2024-25
Natalie Snodgrass,142,OTT,LW,21,188.83333333333337,1.969,19.968798693321915,0.6256310679611649,6.344896319149063,0.596630504770955,0.596630504770955,1.5887025595763455,0.3989117884867065,0.0159564715394682,-0.0073121181465989,0.6183189498145659,1.036,0.043,1.079,0.212,0.009,0.221,0.07,2024-25
Hayley Scamurra,61,OTT,RW,6,102.05,1.1760000000000002,11.933494648181586,0.6914257716805488,7.016263389425724,1.2700305917886512,1.2700305917886512,6.467417932386084,5.2776271612964445,0.2111050864518577,0.1615738933721003,0.8529996650526491,0.672,0.311,0.983,0.137,0.064,0.201,0.118,2024-25
Taylor Girard,9,NY,RW,17,157.45,1.534,15.721137768084596,0.5845665290568435,5.990906739187525,-0.0549811320899403,-0.0549811320899403,2.667513496348047,1.2135842087083968,0.0485433683483358,0.0506876324998435,0.635254161556687,0.756,0.188,0.944,0.155,0.038,0.193,0.074,2024-25
Sophie Shirley,18,BOS,RW,28,286.4,2.3530000000000006,28.41306776743729,0.4929469273743019,5.952458331167032,-0.0456727189932436,-0.0456727189932436,0.8379888268156425,-0.6580201164870727,-0.0263208046594829,-0.0245395686187464,0.4684073587555555,0.937,-0.017,0.92,0.192,-0.003,0.189,0.04,2024-25
Ella Shelton,44,NY,LD,24,588.7833333333334,3.320000000000001,58.62211952869307,0.3383247940668611,5.973890517261444,-0.0796060754065964,-0.0796060754065964,3.5666770458855828,0.5827008245097719,0.0233080329803908,0.0264126699212481,0.3647374639881092,0.41,0.465,0.875,0.084,0.095,0.179,0.018,2024-25
Micah Zandee-Hart,47,NY,LD,30,705.3166666666664,3.934,70.46369089433558,0.3346581913561285,5.9942174252607145,-0.0593924632240446,-0.0593924632240446,3.232590562158842,0.2486143407830313,0.0099445736313212,0.0122608796970589,0.3469190710531875,0.448,0.391,0.839,0.092,0.08,0.172,0.015,2024-25
Klára Hymlárová,190,MIN,RW,37,432.95,2.762,36.19272085543576,0.3827693729068022,5.0157368086988,0.0013302296824143,0.0013302296824143,1.108673056934981,-0.0050323359263987,-0.0002012934370559,-0.0002531723946701,0.3825162005121321,0.622,0.15,0.772,0.127,0.031,0.158,0.022,2024-25
Jill Saulnier,149,BOS,LW,19,258.1333333333334,1.586,26.34101924141735,0.3686466942148759,6.122654265825313,0.120682413280616,0.120682413280616,3.719008264462809,2.222999321160094,0.0889199728464037,0.0842133587284597,0.4528600529433356,0.31,0.453,0.763,0.063,0.093,0.156,0.036,2024-25
Victoria Bach,125,TOR,C,6,60.08333333333333,0.8439999999999999,6.476513251468974,0.8428294036061026,6.467530570121584,1.0644156246978622,1.0644156246978622,6.990291262135923,5.223814595989696,0.2089525838395878,0.1674403744763712,1.010269778082474,0.547,0.189,0.736,0.112,0.039,0.151,0.151,2024-25
Allyson Simpson,230,NY,RD,30,611.2333333333333,3.169,61.374911584050686,0.3110759666248568,6.024695470976235,-0.0296430940578396,-0.0296430940578396,3.8283252440421007,0.8443490226662899,0.0337739609066515,0.0349300415749073,0.3460060081997641,0.148,0.57,0.718,0.03,0.117,0.147,0.014,2024-25
Savannah Harmon,56,OTT,RD,6,131.28333333333333,0.8180000000000001,15.304892050121031,0.3738479116414879,6.994745636719019,1.2386998743668034,1.2386998743668034,9.140535736955696,6.420698032129894,0.2568279212851957,0.2085186261848904,0.5823665378263783,0.169,0.502,0.671,0.035,0.103,0.138,0.063,2024-25
Megan Keller,12,BOS,LD,30,713.1166666666668,3.5510000000000006,71.53739466124209,0.2987729917965737,6.018992235503108,0.0148613276128563,0.0148613276128563,3.617921331245471,0.5918654542065951,0.0236746181682638,0.0230950263913624,0.3218680181879361,0.026,0.524,0.55,0.005,0.107,0.112,0.009,2024-25
Kelly Babstock,175,BOS,RW,9,71.46666666666667,0.8190000000000001,6.590174502420883,0.6875932835820896,5.532795757629472,-0.4593208372877229,-0.4593208372877229,1.6791044776119404,0.1830955343092251,0.007323821372369,0.0252373340265902,0.7128306176086798,0.466,0.055,0.521,0.095,0.011,0.106,0.089,2024-25
Jocelyne Larocque,71,TOR,LD,6,134.7,0.588,15.065006764128928,0.2619153674832962,6.710470718988387,1.289405879518831,1.289405879518831,10.24498886414254,6.948465264260152,0.2779386105704061,0.2276517812691716,0.4895671487524679,-0.078,0.558,0.48,-0.016,0.114,0.098,0.044,2024-25
Kali Flanagan,68,TOR,RD,34,756.15,4.728,68.33756891398657,0.3751636580043642,5.422540679546644,0.0049751440864941,0.0049751440864941,1.666336044435628,-1.6301875554467593,-0.0652075022178703,-0.0654015328372436,0.3097621251671206,0.991,-0.56,0.431,0.203,-0.114,0.089,0.007,2024-25
Clair DeGeorge,116,MTL,C,27,223.03333333333327,1.382,21.26701051762864,0.3717829920789121,5.721210421720454,0.0480589210759413,0.0480589210759413,2.1521446719473927,-0.0341843684971816,-0.0013673747398872,-0.0032416726618489,0.3685413194170631,0.28,0.066,0.346,0.057,0.013,0.07,0.019,2024-25
Laura Kluge,212,TOR,C,16,60.5,0.563,5.287812321166309,0.5583471074380165,5.244111392892207,-0.1677938842443002,-0.1677938842443002,1.9834710743801651,0.2169944082339387,0.0086797763293575,0.0152237378148852,0.5735708452529018,0.264,0.037,0.301,0.054,0.008,0.062,0.061,2024-25
Maggie Flaherty,79,MIN,RD,28,408.48333333333335,2.0420000000000003,34.47583152789981,0.2999387979925741,5.063976233238374,0.0470102393154571,0.0470102393154571,2.937696356440491,0.2939440298429508,0.011757761193718,0.0099243618604152,0.3098631598529894,0.023,0.21,0.233,0.005,0.043,0.048,0.007,2024-25
Jaime Bourbonnais,87,NY,RD,30,673.2833333333333,3.729999999999999,67.56029782454348,0.3324009208604598,6.020671638199781,-0.0330079985845717,-0.0330079985845717,2.049657152758868,-0.9343190686169428,-0.0373727627446777,-0.0360854507998794,0.2963154700605804,0.402,-0.169,0.233,0.082,-0.035,0.047,0.004,2024-25
Brooke Bryant,91,MIN,RW,22,166.45,1.023,14.306828717829,0.3687593872033644,5.157162649863263,0.1423231707216908,0.1423231707216908,0.7209372183838991,-0.3927681744774806,-0.0157107269790992,-0.0212613306372451,0.3474980565661192,0.2,-0.001,0.199,0.041,-0.0,0.041,0.015,2024-25
Noemi Neubauerová,214,TOR,RW,20,89.7833333333333,0.486,8.402568858222404,0.3247818823092631,5.61523072017833,0.1961084181755715,0.1961084181755715,4.0096528680155945,2.2431762018693675,0.0897270480747747,0.0820788197659274,0.4068607020751905,0.042,0.154,0.196,0.009,0.031,0.04,0.027,2024-25
Claire Thompson,169,MIN,LD,38,895.8333333333335,4.777,75.04684036540259,0.3199479069767441,5.0263930291246375,0.0100453046252223,0.0100453046252223,1.808372093023256,-0.8353802335742847,-0.0334152093429713,-0.033806976223355,0.2861409307533891,0.349,-0.191,0.158,0.071,-0.039,0.032,0.002,2024-25
Claire Butorac,102,MIN,RW,31,326.0166666666667,1.638,27.03054319613024,0.3014569807269566,4.974692270644081,-0.0422268123461856,-0.0422268123461856,1.104238024640867,-0.0094673682205127,-0.0003786947288205,0.0012681509526807,0.3027251316796374,0.027,0.121,0.148,0.006,0.025,0.031,0.006,2024-25
Jillian Dempsey,27,BOS,C,9,67.15,0.358,6.931143225766995,0.3198808637379002,6.193128719970509,0.1896500326177547,0.1896500326177547,3.574087862993298,2.078078919690583,0.0831231567876233,0.0757268055155308,0.395607669253431,0.026,0.108,0.134,0.005,0.022,0.027,0.024,2024-25
Kaitlin Willoughby,128,MTL,RW,11,158.16666666666666,0.868,14.390066312785914,0.32927291886196,5.45882389104629,-0.2156411452724823,-0.2156411452724823,1.5173867228661748,-0.6689423175783995,-0.0267576927031359,-0.0183476880375091,0.3109252308244508,0.086,0.007,0.093,0.018,0.001,0.019,0.007,2024-25
Taylor House,217,OTT,LW,16,144.18333333333334,0.742,13.43633277203697,0.3087735521904982,5.59135336716369,-0.1667031537252646,-0.1667031537252646,0.8322737255808577,-0.3575170455087814,-0.0143006818203512,-0.0077992588250659,0.3009742933654323,0.029,0.032,0.061,0.006,0.007,0.013,0.005,2024-25
Jessica DiGirolamo,5,BOS,RD,30,520.8666666666667,2.325,52.33230872231467,0.2678228593370024,6.028296153856804,0.0232089055034065,0.0232089055034065,3.340586202483041,0.3145303254441652,0.0125812130177666,0.0116760657031337,0.2794989250401362,-0.249,0.284,0.035,-0.051,0.058,0.007,0.001,2024-25
Kaitlin Willoughby,128,TOR,RW,20,76.71666666666668,0.307,7.55283137921167,0.2401042798175102,5.907059084328048,0.4853202953783965,0.4853202953783965,3.12839452530958,1.3619178591633534,0.0544767143665341,0.0355492228467766,0.2756535026642869,-0.072,0.072,0.0,-0.015,0.015,0.0,0.0,2024-25
Dara Greig,199,MTL,LW,33,258.5833333333333,1.3300000000000003,24.852606421326293,0.3086045762165647,5.766637648519153,0.0915339728535616,0.0915339728535616,1.3922010957138256,-0.7941279447307488,-0.0317651177892299,-0.0353349427305188,0.2732696334860458,0.052,-0.062,-0.01,0.011,-0.013,-0.002,-0.0,2024-25
Anna Wilgren,203,MTL,LD,34,611.7500000000002,1.9920000000000004,57.56752645675631,0.1953739272578667,5.646181589547,-0.03242084501434,-0.0324208450143401,5.590519002860644,1.8741430286799088,0.0749657211471963,0.0762301341027556,0.2716040613606224,-1.032,0.991,-0.041,-0.211,0.203,-0.008,-0.001,2024-25
Anna Kjellbin,200,TOR,RD,11,104.93333333333334,0.281,9.24318195722214,0.1606734434561626,5.285173927255354,-0.1390192267259543,-0.1390192267259543,4.5743329097839895,1.2778093099016024,0.051112372396064,0.0565341222383763,0.2172075656945389,-0.238,0.136,-0.102,-0.049,0.028,-0.021,-0.012,2024-25
Lauren Bernard,207,TOR,LD,12,111.25,0.2809999999999999,11.012161420620998,0.1515505617977528,5.93914323808773,0.514668192554525,0.514668192554525,5.393258426966292,2.096734827083905,0.0838693930833561,0.0637973335737297,0.2153478953714825,-0.269,0.157,-0.112,-0.055,0.032,-0.023,-0.012,2024-25
Dominika Lásková,82,MTL,RD,5,50.75,0.051,4.937968818757065,0.060295566502463,5.83799269212658,0.1552164175257958,0.1552164175257958,4.729064039408867,1.0126880652281325,0.0405075226091253,0.0344540823256192,0.0947496488280823,-0.2,0.047,-0.153,-0.041,0.01,-0.031,-0.037,2024-25
Kati Tabin,84,MTL,LD,32,634.3999999999999,3.065,59.52179590042357,0.2898802017654477,5.6294258417802885,-0.0462564057850546,-0.0462564057850546,2.931904161412359,-0.7844718127683761,-0.031378872510735,-0.0295748726851179,0.2603053290803298,-0.071,-0.091,-0.162,-0.015,-0.019,-0.034,-0.003,2024-25
Emma Greco,118,BOS,LD,28,313.6,1.174,31.332200931339298,0.2246173469387755,5.994681300638897,-0.0117409720408539,-0.0117409720408539,3.4438775510204085,0.4178216739815326,0.0167128669592613,0.0171707648688546,0.2417881118076301,-0.376,0.199,-0.177,-0.077,0.041,-0.036,-0.007,2024-25
Rylind MacKinnon,232,TOR,LD,23,247.6833333333334,0.9190000000000002,22.44468605175345,0.2226229728820402,5.43710852475018,0.0148295739387686,0.0148295739387685,3.391427225624116,0.0949036257417287,0.0037961450296691,0.0032177916460571,0.2258407645280974,-0.305,0.1,-0.205,-0.062,0.02,-0.042,-0.01,2024-25
Mariah Keopple,99,MTL,LD,33,572.0833333333333,1.4039999999999997,53.93703929875,0.147251274581209,5.656907253474144,-0.0231821420883721,-0.0231821420883721,6.292789512017481,2.576413537836746,0.1030565415134698,0.1039606450549163,0.2512119196361254,-1.424,1.191,-0.233,-0.291,0.243,-0.048,-0.005,2024-25
Brooke Hobson,38,NY,LD,29,311.01666666666665,1.0730000000000002,32.024966480089006,0.2069985531322009,6.17811903586734,0.1205645414037983,0.1205645414037982,3.66539842452173,0.6814222031459191,0.0272568881258367,0.0225548710110886,0.2295534241432895,-0.464,0.226,-0.238,-0.095,0.046,-0.049,-0.009,2024-25
Anna Kjellbin,200,MTL,LD,18,197.01666666666668,0.766,18.855851646288865,0.2332797563657896,5.742413156809061,0.0649819895504494,0.0649819895504493,2.436342103036968,-1.280033871143767,-0.0512013548457506,-0.0537356524382182,0.1795441039275714,-0.208,-0.108,-0.316,-0.043,-0.022,-0.065,-0.02,2024-25
Sidney Morin,167,BOS,RD,30,583.0666666666666,3.089,58.07645562478292,0.3178710267550881,5.97631032040986,-0.0272304696958783,-0.0272304696958783,1.0290418477018066,-1.9970140293370693,-0.0798805611734827,-0.0788185728553435,0.2390524538997445,0.207,-0.562,-0.355,0.042,-0.115,-0.073,-0.008,2024-25
Erin Ambrose,83,MTL,RD,32,732.5666666666666,2.757,69.13449174949338,0.2258088001092051,5.66237817486864,-0.0152838404412968,-0.0152838404412968,4.013286617827729,0.2969106436469944,0.0118764257458797,0.0124724955230903,0.2382812956322954,-0.864,0.409,-0.455,-0.177,0.084,-0.093,-0.008,2024-25
Cayla Barnes,196,MTL,RD,34,778.2666666666667,3.5509999999999997,73.39652379162268,0.273762206612986,5.658460802849102,-0.0177194810645261,-0.0177194810645261,2.8524927188624294,-0.8638832553183056,-0.0345553302127322,-0.0338642704512157,0.2398979361617703,-0.296,-0.167,-0.463,-0.061,-0.034,-0.095,-0.007,2024-25
Maja Nylen Persson,229,NY,RD,23,428.25000000000006,1.942,44.04752902075786,0.2720840630472854,6.1712825247997,0.1157391334155263,0.1157391334155263,1.541155866900175,-1.4428203544756355,-0.0577128141790254,-0.0622266403822309,0.2098574226650544,-0.175,-0.294,-0.469,-0.036,-0.06,-0.096,-0.013,2024-25
Megan Carter,208,TOR,LD,23,376.3666666666667,1.1740000000000002,33.439942425060174,0.1871579133823399,5.3309623917375175,-0.0924124080649037,-0.0924124080649037,3.347799132052077,0.0512755321696897,0.0020510212867875,0.0056551052013188,0.1928130185836588,-0.686,0.167,-0.519,-0.14,0.034,-0.106,-0.017,2024-25
Emily Brown,2,BOS,LD,29,520.7666666666667,1.378,52.68176087515489,0.1587659220380208,6.069715776437228,0.0612587343660792,0.0612587343660792,4.493375152019459,1.4673192749805828,0.0586927709992233,0.0563036803589462,0.215069602396967,-1.196,0.671,-0.525,-0.244,0.137,-0.107,-0.012,2024-25
Natalie Buchbinder,90,MIN,RD,27,455.3833333333333,1.481,37.08968183350111,0.1951323061157266,4.886829945489295,-0.1333745059463055,-0.1333745059463055,2.7668996815869416,0.1231473549894012,0.004925894199576,0.0101274999314819,0.2052598060472086,-0.77,0.236,-0.534,-0.157,0.048,-0.109,-0.014,2024-25
Ashton Bell,50,OTT,RD,35,735.5166666666667,2.8620000000000005,70.17922345253825,0.2334685368561782,5.724891899778789,-0.0354915007555485,-0.0354915007555485,2.6104099159321112,-0.1094277888936884,-0.0043771115557475,-0.0029929430262811,0.2304755938298971,-0.773,0.221,-0.552,-0.158,0.045,-0.113,-0.009,2024-25
Daniela Pejšová,185,BOS,LD,28,345.0333333333333,1.38,32.95557958729776,0.2399768138344122,5.730851440163847,-0.2750962342341732,-0.2750962342341732,1.0433774514539658,-1.98267842558491,-0.0793071370233964,-0.0685783838882636,0.1713984299461485,-0.325,-0.274,-0.599,-0.066,-0.056,-0.122,-0.021,2024-25
Jincy Roese,60,OTT,LD,28,592.4166666666667,2.5540000000000003,58.76703824402081,0.2586692924461949,5.951929601307494,0.1923248889517639,0.1923248889517639,1.721761147840765,-0.9980765569850346,-0.0399230622794013,-0.0474237329485201,0.2112455594976748,-0.374,-0.261,-0.635,-0.076,-0.053,-0.129,-0.013,2024-25
Stephanie Markowski,219,OTT,LD,35,481.35,1.6609999999999998,48.54093495382348,0.2070426924275475,6.050599557971141,0.2893996147505033,0.2893996147505033,2.4929884699283265,-0.2268492348974732,-0.0090739693958989,-0.0203605543711685,0.1866821380563789,-0.718,0.005,-0.713,-0.147,0.001,-0.146,-0.018,2024-25
Zoe Boyd,52,OTT,LD,31,464.6166666666666,1.66,41.752126401490095,0.2143702693977114,5.391816014828151,-0.3691575106748077,-0.3691575106748077,1.2913871650464543,-1.428450539779345,-0.0571380215911738,-0.0427408786748563,0.1716293907228551,-0.636,-0.168,-0.804,-0.13,-0.034,-0.164,-0.021,2024-25
Amanda Boulier,51,MTL,RD,29,485.05,1.38,45.8855186592664,0.1707040511287496,5.675973857449715,-0.003390861434443,-0.003390861434443,3.834656221008144,0.1182802468274086,0.0047312098730963,0.0048634534690396,0.1755675045977892,-1.017,0.209,-0.808,-0.208,0.043,-0.165,-0.02,2024-25
Allie Munroe,74,TOR,RD,34,653.4333333333334,2.07,59.76181901753023,0.1900729480181604,5.487490395937071,0.064205668950246,0.064205668950246,3.5810845278783856,0.2845609279959983,0.0113824371198399,0.0088784160307803,0.1989513640489407,-1.16,0.325,-0.835,-0.237,0.066,-0.171,-0.016,2024-25
Sydney Bard,180,BOS,RD,27,465.75000000000006,1.123,47.251858169872825,0.1446698872785829,6.087195899500524,0.0783032984401541,0.078303298440154,3.349436392914653,0.3233805158757772,0.012935220635031,0.009881391995865,0.154551279274448,-1.179,0.24,-0.939,-0.241,0.049,-0.192,-0.025,2024-25
Mellissa Channell-Watkins,129,MIN,LD,37,711.2333333333332,2.579,59.72999632483003,0.2175657308900033,5.038852387153493,0.0193411150400365,0.0193411150400365,2.109012513474247,-0.5347398131232933,-0.0213895925249317,-0.0221438960114931,0.1954218348785101,-0.936,-0.014,-0.95,-0.191,-0.003,-0.194,-0.016,2024-25
Mae Batherson,188,MIN,RD,27,414.65,1.456,35.98322953304504,0.2106837091522971,5.206785896497534,0.1870619740548879,0.1870619740548879,1.012902447847582,-1.630849878749958,-0.0652339951499983,-0.0725294121381389,0.1381542970141581,-0.593,-0.356,-0.949,-0.121,-0.073,-0.194,-0.028,2024-25
Savannah Harmon,56,TOR,LD,28,649.2166666666667,2.2989999999999995,55.03129257761636,0.212471439940441,5.0859408332970215,-0.3366517937717589,-0.3366517937717589,1.848381382691962,-1.4481422171904252,-0.057925688687617,-0.0447962687305184,0.1676751712099226,-0.91,-0.258,-1.168,-0.186,-0.053,-0.239,-0.022,2024-25
Lee Stecklein,24,MIN,LD,38,923.3,2.988,77.34739445781786,0.1941730748402469,5.026365934657284,0.0061318435526637,0.0061318435526637,2.664356113939131,0.0206037873415908,0.0008241514936636,0.0005850095951097,0.1947580844353566,-1.575,0.332,-1.243,-0.322,0.068,-0.254,-0.017,2024-25
