name,player_id,team,pos,gp,toi_min,ixG,FA,ixG60,FA60,FA60_resid,d_adj_FA60,blocks60,blocks60_adj,block_val60,d_value60,value60,oGAR,dGAR,GAR,oWAR,dWAR,WAR,war60
Grace Zumwinkle,25,MIN,RW,15,248.18333333333337,3.9130000000000003,24.5103297646854,0.9459942246994829,5.92553805337905,0.05841521495886004,0.05841521495886003,0.48351353166342076,-0.09817799962436902,-0.00392711998497476,-0.006205313368370302,0.9397889113311126,2.681,0.063,2.744,0.595,0.014,0.609,0.147
Maureen Murphy,98,MTL,RW,15,238.48333333333338,3.836,20.932103673714852,0.9650988888112375,5.266306046919663,0.11904123579508796,0.11904123579508796,0.754769725347683,0.159039569764167,0.00636158279056668,0.0017189745945582497,0.9668178634057958,2.652,0.092,2.744,0.588,0.02,0.608,0.153
Hannah Bilka,181,SEA,LW,14,251.20000000000002,3.863,26.261359331918893,0.9226910828025477,6.272617674821392,-0.02440666731851654,-0.024406667318516546,0.0,-0.36383613292892486,-0.014553445317156995,-0.01360158529173485,0.9090894975108129,2.616,0.032,2.648,0.58,0.007,0.587,0.14
Kristin O'Neill,30,NY,C,16,282.00000000000006,3.7090000000000005,27.72688439980229,0.7891489361702126,5.899337106340912,-0.00043764283971469385,-0.0004376428397146996,0.8510638297872339,0.937095828488788,0.037483833139551524,0.0375009012103004,0.826649837380513,2.309,0.277,2.586,0.512,0.061,0.573,0.122
Shiann Darkangelo,4,MTL,C,15,224.63333333333335,3.7089999999999996,19.596771271964215,0.9906811099569667,5.234335701073689,0.09263458349125242,0.09263458349125242,0.0,-0.595730155583516,-0.023829206223340643,-0.027441954979499486,0.9632391549774671,2.594,-0.023,2.571,0.575,-0.005,0.57,0.152
Kelly Pannek,23,MIN,C,15,256.8666666666667,3.3259999999999996,25.448332200542833,0.7769011160134959,5.944328829610317,0.04043114543074855,0.04043114543074854,3.036594861147158,2.454903329859368,0.09819613319437473,0.09661931852257553,0.8735204345360714,2.051,0.505,2.556,0.455,0.112,0.567,0.132
Taylor Heise,21,MIN,C,15,255.85000000000002,3.6320000000000006,25.34502736335194,0.851749071721712,5.943723438737996,0.05610389887763778,0.056103898877637774,1.1725620480750438,0.590870516787254,0.02363482067149016,0.021446768615262287,0.8731958403369743,2.362,0.183,2.545,0.524,0.041,0.565,0.132
Dominique Petrie,195,MIN,C,10,145.95000000000002,3.3019999999999996,14.725271538721321,1.3574511819116133,6.053554589402392,0.2759165694687947,0.2759165694687947,0.0,-0.5816915312877897,-0.023267661251511588,-0.03402840746079458,1.3234227744508187,2.577,-0.031,2.546,0.572,-0.007,0.565,0.232
Sophie Jaques,11,VAN,RD,16,365.2833333333333,3.9339999999999997,38.02997188157249,0.6461833280102204,6.246653226886024,0.018790056836902325,0.018790056836902318,1.8068166263630974,0.96109613587269,0.0384438454349076,0.03771103321826841,0.6838943612284888,2.12,0.36,2.48,0.47,0.08,0.55,0.09
Taylor Girard,9,NY,LW,13,179.45,3.096,18.411438612883014,1.035162998049596,6.155956070063978,0.30968515229645444,0.30968515229645444,0.0,0.08603199870155415,0.003441279948062166,-0.008636440991499558,1.0265265570580964,2.205,0.038,2.243,0.489,0.008,0.497,0.166
Ella Huber,243,BOS,LW,14,199.64999999999998,3.196,17.986603667450563,0.9604808414725772,5.405440621322484,0.14676861613791303,0.14676861613791303,0.0,-0.3999735854087965,-0.01599894341635186,-0.02172291944573047,0.9387579220268467,2.205,-0.001,2.204,0.489,-0.0,0.489,0.147
Sarah Wozniewicz,241,OTT,LW,16,255.53333333333336,3.3249999999999993,27.735965351214663,0.7807200626141401,6.512488603207199,0.03953300337225085,0.039533003372250845,0.0,0.04066370438890832,0.0016265481755563327,8.476104403854975e-05,0.7808048236581786,2.056,0.091,2.147,0.456,0.02,0.476,0.112
Alina Müller,15,BOS,C,14,286.19999999999993,3.4030000000000005,25.80606774777513,0.7134171907756816,5.410077095969631,0.09767299183832023,0.09767299183832023,0.628930817610063,0.22895723220126646,0.009158289288050658,0.005349042606356168,0.7187662333820377,1.982,0.127,2.109,0.44,0.028,0.468,0.098
Anne Cherkowski,249,NY,RW,14,258.9333333333334,3.2220000000000004,25.019238805266866,0.7466014418125643,5.797454923980477,-0.11157317416634625,-0.11157317416634625,0.0,0.08603199870155415,0.003441279948062166,0.00779263374054967,0.754394075553114,1.936,0.126,2.062,0.429,0.028,0.457,0.106
Casey O'Brien,280,NY,C,16,317.78333333333336,3.3260000000000005,31.609057775802878,0.627975035401479,5.968039439497056,0.03321213621019126,0.033212136210191257,0.0,0.08603199870155415,0.003441279948062166,0.002146006635864707,0.6301210420373438,1.748,0.125,1.873,0.388,0.028,0.416,0.079
Jessie Eldridge,36,SEA,RW,14,234.68333333333334,2.942,24.58482013111357,0.7521624884596265,6.285445101342863,-0.048666280022105546,-0.04866628002210555,0.0,-0.36383613292892486,-0.014553445317156995,-0.01265546039629488,0.7395070280633317,1.777,0.034,1.811,0.394,0.008,0.402,0.103
